id,state_name,district_name,season,crop,area,production
395,Bihar,SITAMARHI,Rabi       ,Wheat,88033,76764
396,Uttar Pradesh,MORADABAD,Kharif     ,Rice,87934,205941
397,Uttarakhand,PAURI GARHWAL,Whole Year ,Total foodgrain,87289,104472
398,Karnataka,CHITRADURGA,Kharif     ,Maize,86351,247823
399,Karnataka,TUMKUR,Kharif     ,Groundnut,86127,42056
400,Assam,BAKSA,Winter     ,Paddy,86070,195027
401,Assam,BAKSA,Winter     ,Rice,86070,195027
402,Punjab,FATEHGARH SAHIB,Kharif     ,Rice,86000,374000
403,Kerala,KANNUR,Whole Year ,Coconut ,85807,533000000
404,Bihar,MADHUBANI,Autumn     ,Rice,85245,123515
405,Uttar Pradesh,SULTANPUR,Kharif     ,Rice,85103,151568
406,Karnataka,GADAG,Rabi       ,Gram,85005,54186
407,Bihar,KAIMUR (BHABUA),Rabi       ,Wheat,84502,188249
408,Bihar,SARAN,Rabi       ,Wheat,84456,170369
409,Chhattisgarh,BALRAMPUR,Kharif     ,Rice,84190,153462
410,Uttar Pradesh,ALIGARH,Kharif     ,Bajra,84037,175469
411,Odisha,SONEPUR,Winter     ,Rice,84000,290000
412,Punjab,FATEHGARH SAHIB,Rabi       ,Wheat,84000,340000
413,Punjab,MANSA,Kharif     ,Cotton(lint),84000,251000
414,Bihar,NALANDA,Winter     ,Rice,83935,217083
415,Assam,JORHAT,Winter     ,Paddy,83865,164739
416,Assam,JORHAT,Winter     ,Rice,83865,164739
417,Uttar Pradesh,JHANSI,Kharif     ,Sesamum,83502,25218
418,Kerala,THRISSUR,Whole Year ,Coconut ,83221,485000000
419,Karnataka,GULBARGA,Kharif     ,Cotton(lint),82637,338020
420,Bihar,SITAMARHI,Winter     ,Rice,82362,162225
421,Bihar,BUXAR,Winter     ,Rice,82231,228890
422,Uttar Pradesh,HATHRAS,Rabi       ,Wheat,82134,191947
423,Maharashtra,PUNE,Kharif     ,Rice,82100,136100
424,Odisha,JAGATSINGHAPUR,Winter     ,Rice,82000,178000
425,Punjab,MANSA,Kharif     ,Rice,82000,296000
426,Uttar Pradesh,BUDAUN,Kharif     ,Rice,81242,166790
427,Uttar Pradesh,MIRZAPUR,Kharif     ,Rice,81132,187821
428,Uttar Pradesh,FATEHPUR,Kharif     ,Rice,80702,157046
429,Karnataka,DHARWAD,Kharif     ,Cotton(lint),80222,167657
430,Uttar Pradesh,SHRAVASTI,Kharif     ,Rice,79949,173889
431,West Bengal,HOOGHLY,Summer     ,Rice,79654,261105
432,Bihar,BUXAR,Rabi       ,Wheat,79483,125280
433,Uttar Pradesh,GONDA,Kharif     ,Sugarcane,79442,4088721
434,Uttar Pradesh,LUCKNOW,Rabi       ,Wheat,79315,144512
435,Bihar,AURANGABAD,Rabi       ,Wheat,79123,160183
436,West Bengal,NADIA,Rabi       ,Rapeseed &Mustard,78893,96032
437,Uttar Pradesh,MUZAFFARNAGAR,Rabi       ,Wheat,78843,221470
438,Maharashtra,NAGPUR,Kharif     ,Rice,78800,95500
439,Andhra Pradesh,PRAKASAM,Rabi       ,Tobacco,78761,167264
440,Karnataka,BELLARY,Kharif     ,Cotton(lint),78646,242150
441,Karnataka,BELGAUM,Rabi       ,Gram,78641,48934
442,Karnataka,HASSAN,Kharif     ,Maize,78492,307814
443,Chhattisgarh,SUKMA,Kharif     ,Rice,78438,174280
444,Bihar,SUPAUL,Winter     ,Rice,77698,149839
445,Karnataka,BELLARY,Kharif     ,Rice,77598,286690
446,Maharashtra,HINGOLI,Rabi       ,Gram,77300,220400
447,Uttar Pradesh,BAGHPAT,Kharif     ,Sugarcane,77107,5671682
448,Bihar,NAWADA,Winter     ,Rice,77055,236713
449,Uttar Pradesh,FARRUKHABAD,Rabi       ,Wheat,77049,180327
450,Odisha,SUNDARGARH,Autumn     ,Rice,77000,150000
451,Uttarakhand,TEHRI GARHWAL,Whole Year ,Total foodgrain,76800,103137
452,Karnataka,RAICHUR,Rabi       ,Jowar,76744,107465
453,Uttar Pradesh,KANNAUJ,Rabi       ,Wheat,76686,108049
454,Uttar Pradesh,JALAUN,Rabi       ,Peas & beans (Pulses),76325,70295
455,Uttar Pradesh,JHANSI,Kharif     ,Urad,76089,23131
456,Uttar Pradesh,MEERUT,Rabi       ,Wheat,76072,245180
457,Odisha,BARGARH,Summer     ,Rice,76000,303000
458,Punjab,NAWANSHAHR,Rabi       ,Wheat,76000,282000
459,Uttar Pradesh,AMROHA,Kharif     ,Sugarcane,75824,5348322
460,Uttar Pradesh,FIROZABAD,Kharif     ,Bajra,75371,160016
461,Karnataka,DAVANGERE,Kharif     ,Rice,75259,262676
462,Odisha,ANUGUL,Winter     ,Rice,75000,196000
463,Maharashtra,PALGHAR,Kharif     ,Rice,74800,188300
464,Bihar,BHOJPUR,Rabi       ,Wheat,74572,136534
465,Maharashtra,SANGLI,Whole Year ,Sugarcane,74500,8107100
466,Uttar Pradesh,SAMBHAL,Kharif     ,Bajra,74352,111751
467,Karnataka,BELGAUM,Kharif     ,Soyabean,74314,67986
468,West Bengal,MEDINIPUR WEST,Summer     ,Sesamum,74080,58514
469,Telangana ,MEDAK,Kharif     ,Rice,73983,234342
470,Bihar,GOPALGANJ,Rabi       ,Wheat,73939,71480
471,Chhattisgarh,KABIRDHAM,Rabi       ,Gram,73853,78261
472,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint),73734,103779
473,Andhra Pradesh,PRAKASAM,Rabi       ,Rice,73533,284132
474,Maharashtra,BULDHANA,Rabi       ,Wheat,73500,95500
475,Uttar Pradesh,MAINPURI,Kharif     ,Rice,73176,190843
476,Assam,DIBRUGARH,Winter     ,Paddy,73139,124921
477,Assam,DIBRUGARH,Winter     ,Rice,73139,124921
478,Chhattisgarh,KOREA,Kharif     ,Rice,73095,130407
479,Kerala,THIRUVANANTHAPURAM,Whole Year ,Coconut ,73079,665000000
480,Odisha,BALANGIR,Autumn     ,Rice,73000,196000
481,Maharashtra,WARDHA,Kharif     ,Arhar/Tur,72800,19200
482,West Bengal,COOCHBEHAR,Kharif     ,Jute,72734,1003106
483,Uttarakhand,HARIDWAR,Kharif     ,Sugarcane,72710,4304432
484,Karnataka,MYSORE,Whole Year ,Tobacco,72647,44721
485,Maharashtra,RATNAGIRI,Kharif     ,Rice,72500,220500
486,Maharashtra,NASHIK,Rabi       ,Wheat,72400,111200
487,Maharashtra,PARBHANI,Kharif     ,Jowar,72400,30500
488,Bihar,GAYA,Rabi       ,Wheat,72154,178508
489,Maharashtra,PUNE,Rabi       ,Wheat,71800,108300
490,Bihar,SARAN,Winter     ,Rice,71635,162891
491,Maharashtra,NANDED,Kharif     ,Arhar/Tur,71600,14700
492,Andhra Pradesh,PRAKASAM,Kharif     ,Cotton(lint),71520,252407
493,Maharashtra,NASHIK,Kharif     ,Rice,71200,86700
494,West Bengal,HOWRAH,Winter     ,Rice,71064,176630
495,Punjab,HOSHIARPUR,Kharif     ,Rice,71000,244000
496,West Bengal,24 PARAGANAS NORTH,Summer     ,Rice,70898,239229
497,Uttar Pradesh,KAUSHAMBI,Rabi       ,Wheat,70882,108449
498,Chhattisgarh,DANTEWADA,Kharif     ,Rice,70366,131262
499,Uttar Pradesh,KUSHI NAGAR,Kharif     ,Sugarcane,70102,4217897
500,Maharashtra,SATARA,Whole Year ,Sugarcane,70000,6927400
501,Uttarakhand,ALMORA,Kharif     ,Total foodgrain,69700,82372
502,Maharashtra,BULDHANA,Kharif     ,Arhar/Tur,69600,18500
503,Maharashtra,SANGLI,Kharif     ,Bajra,69600,53100
504,Uttar Pradesh,MAHOBA,Rabi       ,Wheat,69598,67961
505,Assam,KARIMGANJ,Winter     ,Paddy,69525,130527
506,Assam,KARIMGANJ,Winter     ,Rice,69525,130527
507,Uttar Pradesh,HAMIRPUR,Rabi       ,Gram,69319,13331
508,Assam,BARPETA,Winter     ,Paddy,69154,102046
509,Assam,BARPETA,Winter     ,Rice,69154,102046
510,Karnataka,RAMANAGARA,Kharif     ,Ragi,69083,136049
511,Uttar Pradesh,VARANASI,Rabi       ,Wheat,68617,127010
512,Maharashtra,PARBHANI,Kharif     ,Arhar/Tur,68600,14100
513,Uttar Pradesh,LALITPUR,Rabi       ,Peas & beans (Pulses),68573,57190
514,Andhra Pradesh,KADAPA,Rabi       ,Gram,68169,43083
515,Uttar Pradesh,SHRAVASTI,Rabi       ,Wheat,68165,182410
516,Maharashtra,AHMEDNAGAR,Kharif     ,Maize,68100,176100
517,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram,68092,38676
518,Assam,KAMRUP,Winter     ,Paddy,67720,140739
519,Assam,KAMRUP,Winter     ,Rice,67720,140739
520,Assam,DHEMAJI,Winter     ,Paddy,67660,106274
521,Assam,DHEMAJI,Winter     ,Rice,67660,106274
522,Maharashtra,SINDHUDURG,Kharif     ,Rice,67400,222400
523,Karnataka,BELLARY,Rabi       ,Gram,67266,50611
524,Uttar Pradesh,AGRA,Rabi       ,Potato,67228,1836400
525,Telangana ,WARANGAL,Kharif     ,Maize,67200,267994
526,Maharashtra,LATUR,Rabi       ,Gram,67000,20000
527,Maharashtra,NAGPUR,Rabi       ,Gram,67000,46600
528,Bihar,SAHARSA,Winter     ,Rice,66869,130436
529,Uttar Pradesh,BAHRAICH,Kharif     ,Maize,66628,85017
530,West Bengal,BIRBHUM,Summer     ,Rice,66581,225789
531,Maharashtra,AMRAVATI,Rabi       ,Wheat,66400,87200
532,Bihar,PURNIA,Winter     ,Rice,66101,185906
533,Punjab,MUKTSAR,Kharif     ,Cotton(lint),66000,217000
534,Punjab,RUPNAGAR,Rabi       ,Wheat,66000,266000
535,Karnataka,BIDAR,Kharif     ,Arhar/Tur,65965,44243
536,Karnataka,UTTAR KANNAD,Kharif     ,Rice,65865,145604
537,Uttarakhand,PITHORAGARH,Whole Year ,Total foodgrain,65682,86282
538,Bihar,PASHCHIM CHAMPARAN,Rabi       ,Wheat,65585,80074
539,Jammu and Kashmir ,JAMMU,Kharif     ,Rice,65470,116969
540,Assam,KOKRAJHAR,Winter     ,Paddy,65450,119039
541,Assam,KOKRAJHAR,Winter     ,Rice,65450,119039
542,Karnataka,GADAG,Kharif     ,Cotton(lint),64795,198055
543,Karnataka,RAICHUR,Summer     ,Rice,64645,171894
544,Andhra Pradesh,CHITTOOR,Kharif     ,Mango,64633,462384
545,Bihar,SIWAN,Winter     ,Rice,64555,126893
546,Karnataka,CHIKBALLAPUR,Kharif     ,Maize,64454,129627
547,Maharashtra,BEED,Rabi       ,Gram,64400,24000
548,Kerala,KASARAGOD,Whole Year ,Coconut ,63791,705000000
549,Andhra Pradesh,GUNTUR,Rabi       ,Maize,63701,611020
550,West Bengal,MEDINIPUR WEST,Rabi       ,Potato,63519,2413485
551,Bihar,PATNA,Winter     ,Rice,63475,162800
552,Telangana ,RANGAREDDI,Kharif     ,Cotton(lint),63469,110511
553,West Bengal,24 PARAGANAS SOUTH,Summer     ,Rice,63392,211431
554,Karnataka,HASSAN,Kharif     ,Ragi,63354,141859
555,Assam,UDALGURI,Winter     ,Paddy,63210,124317
556,Assam,UDALGURI,Winter     ,Rice,63210,124317
557,Uttar Pradesh,SHAMLI,Kharif     ,Sugarcane,62990,4966384
558,Bihar,KISHANGANJ,Winter     ,Rice,62836,184220
559,Uttar Pradesh,SAHARANPUR,Kharif     ,Rice,62552,155629
560,Andhra Pradesh,SPSR NELLORE,Kharif     ,Rice,62232,232561
561,Assam,NALBARI,Winter     ,Paddy,62000,144858
562,Assam,NALBARI,Winter     ,Rice,62000,144858
563,Maharashtra,NAGPUR,Kharif     ,Arhar/Tur,62000,21100
564,Chhattisgarh,BIJAPUR,Kharif     ,Rice,61565,115289
565,Karnataka,DAVANGERE,Summer     ,Rice,61421,237076
566,Andhra Pradesh,GUNTUR,Kharif     ,Dry chillies,61140,398021
567,Karnataka,HASSAN,Whole Year ,Coconut ,61019,382629
568,Kerala,PALAKKAD,Whole Year ,Coconut ,60687,442000000
569,Maharashtra,BEED,Kharif     ,Arhar/Tur,60600,10200
570,Bihar,PATNA,Rabi       ,Wheat,60595,170076
571,West Bengal,BARDHAMAN,Rabi       ,Potato,60128,1922143
572,Karnataka,RAICHUR,Rabi       ,Gram,60078,57474
573,Karnataka,BELGAUM,Kharif     ,Rice,59938,176688
574,Maharashtra,PUNE,Rabi       ,Gram,59900,51800
575,West Bengal,MALDAH,Summer     ,Rice,59802,243374
576,Maharashtra,NASHIK,Kharif     ,Soyabean,59800,85000
577,Bihar,DARBHANGA,Rabi       ,Wheat,59395,89175
578,Maharashtra,BEED,Rabi       ,Wheat,59100,40000
579,Punjab,HOSHIARPUR,Kharif     ,Maize,59000,222000
580,Karnataka,GADAG,Rabi       ,Jowar,58982,55753
581,Uttarakhand,PAURI GARHWAL,Kharif     ,Total foodgrain,58945,71602
582,Karnataka,SHIMOGA,Kharif     ,Maize,58712,209831
583,Andhra Pradesh,KRISHNA,Kharif     ,Mango,58445,663468
584,Uttarakhand,HARIDWAR,Whole Year ,Total foodgrain,58318,121430
585,Maharashtra,AHMEDNAGAR,Kharif     ,Soyabean,58200,35900
586,Odisha,NUAPADA,Winter     ,Rice,58000,139000
587,Chhattisgarh,RAJNANDGAON,Rabi       ,Gram,57986,55683
588,Uttar Pradesh,SONBHADRA,Rabi       ,Wheat,57789,117617
589,Assam,TINSUKIA,Winter     ,Paddy,57642,97271
590,Assam,TINSUKIA,Winter     ,Rice,57642,97271
591,Maharashtra,JALNA,Kharif     ,Maize,57600,32200
592,Karnataka,GADAG,Kharif     ,Moong(Green Gram),57368,10246
593,Maharashtra,AHMEDNAGAR,Rabi       ,Wheat,57200,85000
594,Maharashtra,BULDHANA,Rabi       ,Gram,57200,36600
595,Odisha,BARGARH,Autumn     ,Rice,57000,110000
596,Punjab,NAWANSHAHR,Kharif     ,Rice,57000,226000
597,Telangana ,NIZAMABAD,Rabi       ,Rice,56845,216125
598,Karnataka,KOPPAL,Kharif     ,Maize,56712,172189
599,Bihar,KATIHAR,Winter     ,Rice,56511,154124
600,West Bengal,COOCHBEHAR,Summer     ,Rice,56294,197210
601,Maharashtra,KOLHAPUR,Kharif     ,Soyabean,56000,121200
602,Bihar,GOPALGANJ,Autumn     ,Rice,55887,104540
603,Uttar Pradesh,AURAIYA,Kharif     ,Rice,55752,175898
604,Bihar,SAMASTIPUR,Rabi       ,Wheat,55741,116642
605,Andhra Pradesh,KRISHNA,Kharif     ,Cotton(lint),55571,261650
606,Maharashtra,THANE,Kharif     ,Rice,55200,132900
607,Maharashtra,SATARA,Kharif     ,Bajra,55000,22100
608,Karnataka,BIJAPUR,Kharif     ,Maize,54990,175215
609,Uttar Pradesh,BIJNOR,Kharif     ,Rice,54742,143205
610,Karnataka,CHITRADURGA,Kharif     ,Ragi,54642,87468
611,Uttar Pradesh,MAHOBA,Rabi       ,Gram,54605,9576
612,Uttar Pradesh,CHITRAKOOT,Rabi       ,Wheat,54500,60877
613,Telangana ,KARIMNAGAR,Rabi       ,Maize,54493,296987
614,Uttar Pradesh,LUCKNOW,Kharif     ,Rice,54126,125843
615,Odisha,KALAHANDI,Autumn     ,Rice,54000,90000
616,Odisha,RAYAGADA,Winter     ,Rice,54000,161000
617,Bihar,BEGUSARAI,Rabi       ,Wheat,53924,64159
618,Maharashtra,WASHIM,Rabi       ,Gram,53900,28700
619,Bihar,SUPAUL,Rabi       ,Wheat,53745,84929
620,Karnataka,GADAG,Kharif     ,Maize,53717,146664
621,Karnataka,BIJAPUR,Rabi       ,Wheat,53709,55207
622,Telangana ,KARIMNAGAR,Kharif     ,Maize,53598,245318
623,Maharashtra,JALGAON,Kharif     ,Jowar,53500,119600
624,Uttar Pradesh,FIROZABAD,Rabi       ,Potato,53499,1346570
625,Maharashtra,SATARA,Kharif     ,Soyabean,53300,90800
626,Odisha,BOUDH,Winter     ,Rice,53000,127000
627,Maharashtra,SATARA,Kharif     ,Rice,52900,94700
628,Bihar,SAMASTIPUR,Winter     ,Rice,52867,112523
629,Andhra Pradesh,KRISHNA,Rabi       ,Rice,52830,209894
630,Uttar Pradesh,ETAWAH,Kharif     ,Rice,52797,136533
631,Andhra Pradesh,WEST GODAVARI,Rabi       ,Maize,52635,354444
632,Bihar,MADHEPURA,Winter     ,Rice,52568,117196
633,Karnataka,KOLAR,Kharif     ,Ragi,52427,70824
634,Kerala,KOLLAM,Whole Year ,Coconut ,52360,387000000
635,Maharashtra,WASHIM,Kharif     ,Arhar/Tur,52300,16200
636,Maharashtra,SANGLI,Kharif     ,Jowar,52100,55600
637,Karnataka,KOPPAL,Rabi       ,Gram,52053,31352
638,Uttar Pradesh,BAGHPAT,Rabi       ,Wheat,51752,175439
639,Karnataka,SHIMOGA,Whole Year ,Arecanut,51689,386605
640,Maharashtra,JALGAON,Rabi       ,Gram,51600,54400
641,Odisha,NABARANGPUR,Autumn     ,Maize,51473,131770.9
642,Karnataka,YADGIR,Kharif     ,Rice,51456,146014
643,Karnataka,KOPPAL,Kharif     ,Bajra,51338,88910
644,Maharashtra,KOLHAPUR,Kharif     ,Groundnut,51300,77700
645,Maharashtra,NANDED,Rabi       ,Gram,51200,25700
646,Karnataka,MANDYA,Kharif     ,Rice,51037,189916
647,Assam,DHUBRI,Summer     ,Paddy,51015,193213
648,Assam,DHUBRI,Summer     ,Rice,51015,193213
649,Uttar Pradesh,JHANSI,Rabi       ,Gram,50891,16634
650,Karnataka,MANDYA,Kharif     ,Ragi,50810,89492
651,Assam,GOALPARA,Winter     ,Paddy,50772,105221
652,Assam,GOALPARA,Winter     ,Rice,50772,105221
653,Andhra Pradesh,PRAKASAM,Rabi       ,Gram,50750,95867
654,West Bengal,24 PARAGANAS NORTH,Kharif     ,Jute,50694,882884
655,Karnataka,DHARWAD,Rabi       ,Gram,50622,41502
656,Uttar Pradesh,MAHOBA,Kharif     ,Urad,50433,15634
657,West Bengal,DINAJPUR UTTAR,Kharif     ,Jute,50326,827175
658,Bihar,SAHARSA,Rabi       ,Wheat,50216,110990
659,Uttar Pradesh,LALITPUR,Kharif     ,Soyabean,50181,35980
660,Andhra Pradesh,KURNOOL,Rabi       ,Jowar,50107,94001
661,Maharashtra,AKOLA,Kharif     ,Arhar/Tur,50100,19600
662,Maharashtra,JALGAON,Rabi       ,Maize,50100,188200
663,Punjab,S.A.S NAGAR,Rabi       ,Wheat,50000,198000
664,Uttarakhand,TEHRI GARHWAL,Kharif     ,Total foodgrain,49798,73730
665,Uttar Pradesh,MAINPURI,Kharif     ,Maize,49703,128134
666,Maharashtra,JALGAON,Rabi       ,Wheat,49600,81100
667,West Bengal,NADIA,Autumn     ,Rice,49599,132900
668,Maharashtra,HINGOLI,Rabi       ,Wheat,49500,33000
669,Telangana ,MAHBUBNAGAR,Rabi       ,Rice,49468,135740
670,Uttar Pradesh,MATHURA,Kharif     ,Rice,49400,114756
671,Uttar Pradesh,SHAMLI,Rabi       ,Wheat,49296,149367
672,Assam,BARPETA,Summer     ,Paddy,49261,141830
673,Assam,BARPETA,Summer     ,Rice,49261,141830
674,Karnataka,BIJAPUR,Whole Year ,Sugarcane,49050,3914190
675,Karnataka,BIJAPUR,Kharif     ,Bajra,48810,37281
676,Assam,DARRANG,Winter     ,Paddy,48413,102861
677,Assam,DARRANG,Winter     ,Rice,48413,102861
678,Karnataka,MYSORE,Kharif     ,Cotton(lint),48174,85874
679,Uttar Pradesh,SANT RAVIDAS NAGAR,Rabi       ,Wheat,48033,74114
680,Uttar Pradesh,BULANDSHAHR,Kharif     ,Sugarcane,48031,3028451
681,Tripura,SEPAHIJALA,Kharif     ,Rice,47973,150378
682,Maharashtra,HINGOLI,Kharif     ,Jowar,47900,19200
683,Jammu and Kashmir ,RAJAURI,Kharif     ,Maize,47815,72115
684,Maharashtra,PUNE,Kharif     ,Groundnut,47700,43000
685,Uttar Pradesh,HAMIRPUR,Kharif     ,Sesamum,47650,9673
686,Andhra Pradesh,GUNTUR,Rabi       ,Moong(Green Gram),47589,61199
687,Telangana ,MAHBUBNAGAR,Kharif     ,Castor seed,47574,27878
688,Uttar Pradesh,ETAH,Kharif     ,Bajra,47460,148170
689,Uttar Pradesh,KASGANJ,Kharif     ,Bajra,47288,157611
690,West Bengal,DINAJPUR UTTAR,Rabi       ,Rapeseed &Mustard,47272,43912
691,Karnataka,BELLARY,Kharif     ,Groundnut,47214,46513
692,Maharashtra,JALNA,Kharif     ,Arhar/Tur,47200,11900
693,Maharashtra,LATUR,Rabi       ,Wheat,47200,10800
694,Uttar Pradesh,HATHRAS,Rabi       ,Potato,47100,1097571
695,Odisha,SAMBALPUR,Autumn     ,Rice,47000,67000
696,Andhra Pradesh,EAST GODAVARI,Whole Year ,Coconut ,46865,780162000
697,Karnataka,CHIKBALLAPUR,Kharif     ,Ragi,46858,69310
698,Karnataka,BELGAUM,Rabi       ,Wheat,46809,74085
699,Chhattisgarh,BALOD,Rabi       ,Khesari,46725,34171
700,West Bengal,24 PARAGANAS NORTH,Rabi       ,Rapeseed &Mustard,46580,62081
701,Telangana ,WARANGAL,Rabi       ,Rice,46492,155376
702,Maharashtra,LATUR,Whole Year ,Sugarcane,46400,2354600
703,Bihar,BHAGALPUR,Rabi       ,Wheat,46378,52831
704,Karnataka,RAICHUR,Kharif     ,Bajra,46275,33806
705,Uttarakhand,NAINITAL,Whole Year ,Total foodgrain,46060,103763
706,Maharashtra,NASHIK,Kharif     ,Cotton(lint),46000,44700
707,Odisha,JHARSUGUDA,Winter     ,Rice,46000,76000
708,Uttar Pradesh,BANDA,Kharif     ,Rice,45895,81923
709,Andhra Pradesh,KADAPA,Whole Year ,Rice,45885,165837
710,Telangana ,RANGAREDDI,Kharif     ,Maize,45795,131935
711,Karnataka,HASSAN,Kharif     ,Rice,45653,140563
712,Uttar Pradesh,AGRA,Rabi       ,Rapeseed &Mustard,45613,59793
713,Maharashtra,PARBHANI,Rabi       ,Gram,45600,28400
714,Uttar Pradesh,CHITRAKOOT,Rabi       ,Gram,45595,10395
715,Bihar,NAWADA,Rabi       ,Wheat,45527,81587
716,Karnataka,GULBARGA,Whole Year ,Sugarcane,45503,3025950
717,Maharashtra,AURANGABAD,Kharif     ,Bajra,45300,24200
718,Maharashtra,OSMANABAD,Kharif     ,Jowar,45300,12000
719,Nagaland,DIMAPUR,Kharif     ,Rice,45300,115620
720,Uttar Pradesh,BAHRAICH,Rabi       ,Masoor,45287,31384
721,Odisha,GANJAM,Winter     ,Moong(Green Gram),45049,10766.7
722,Uttar Pradesh,JAUNPUR,Kharif     ,Maize,45029,71506
723,Maharashtra,JALNA,Kharif     ,Moong(Green Gram),45000,7200
724,Uttar Pradesh,MORADABAD,Kharif     ,Sugarcane,44938,2900119
725,Karnataka,YADGIR,Kharif     ,Arhar/Tur,44909,28414
726,Bihar,VAISHALI,Rabi       ,Wheat,44811,93816
727,Uttar Pradesh,KANNAUJ,Rabi       ,Potato,44678,985329
728,Uttarakhand,HARIDWAR,Rabi       ,Total foodgrain,44662,91654
729,Uttar Pradesh,HAPUR,Rabi       ,Wheat,44552,136507
730,Karnataka,BAGALKOT,Kharif     ,Maize,44472,166543
731,West Bengal,MALDAH,Rabi       ,Wheat,44401,125945
732,Uttarakhand,HARIDWAR,Rabi       ,Wheat,44297,91526
733,Karnataka,CHIKMAGALUR,Kharif     ,Ragi,44122,52437
734,Assam,MARIGAON,Winter     ,Paddy,44115,74261
735,Assam,MARIGAON,Winter     ,Rice,44115,74261
736,Odisha,KALAHANDI,Summer     ,Rice,44000,123000
737,Uttar Pradesh,VARANASI,Kharif     ,Rice,43862,101848
738,Kerala,IDUKKI,Whole Year ,Black pepper,43852,23916
739,Kerala,ERNAKULAM,Whole Year ,Coconut ,43680,212000000
740,West Bengal,NADIA,Rabi       ,Wheat,43551,148327
741,Uttar Pradesh,BALRAMPUR,Kharif     ,Sugarcane,43539,2227978
742,West Bengal,HOWRAH,Summer     ,Rice,43456,135474
743,Uttarakhand,CHAMOLI,Whole Year ,Total foodgrain,43303,53771
744,Uttar Pradesh,GONDA,Kharif     ,Maize,43274,50155
745,Andhra Pradesh,KURNOOL,Kharif     ,Arhar/Tur,43233,18460
746,Uttar Pradesh,KAUSHAMBI,Kharif     ,Rice,43224,93494
747,Bihar,DARBHANGA,Winter     ,Rice,43145,79747
748,Uttarakhand,DEHRADUN,Whole Year ,Total foodgrain,43128,75104
749,Andhra Pradesh,PRAKASAM,Kharif     ,Arhar/Tur,43123,30962
750,Maharashtra,YAVATMAL,Kharif     ,Jowar,43100,19200
751,Assam,NAGAON,Summer     ,Paddy,43088,120369
752,Assam,NAGAON,Summer     ,Rice,43088,120369
753,Bihar,PASHCHIM CHAMPARAN,Autumn     ,Rice,43085,78658
754,Karnataka,UDUPI,Kharif     ,Rice,43013,119359
755,Kerala,PALAKKAD,Winter     ,Rice,42846,132295
756,Bihar,JAMUI,Winter     ,Rice,42837,87453
757,Tripura,SOUTH TRIPURA,Kharif     ,Rice,42639,128021
758,Andhra Pradesh,SRIKAKULAM,Rabi       ,Urad,42634,22084
759,Assam,MARIGAON,Summer     ,Paddy,42535,132411
760,Assam,MARIGAON,Summer     ,Rice,42535,132411
761,Maharashtra,SOLAPUR,Rabi       ,Wheat,42200,54600
762,Uttar Pradesh,SHAHJAHANPUR,Kharif     ,Sugarcane,42195,2850863
763,Andhra Pradesh,KADAPA,Kharif     ,Rice,42124,155648
764,Punjab,PATHANKOT,Rabi       ,Wheat,42000,115000
765,Uttar Pradesh,FATEHPUR,Rabi       ,Gram,41942,7657
766,Maharashtra,AURANGABAD,Rabi       ,Gram,41800,16300
767,Bihar,PURBI CHAMPARAN,Autumn     ,Maize,41750,82553
768,Karnataka,CHIKMAGALUR,Whole Year ,Coconut ,41329,238089
769,Assam,HAILAKANDI,Winter     ,Paddy,41250,117383
770,Assam,HAILAKANDI,Winter     ,Rice,41250,117383
771,Maharashtra,HINGOLI,Kharif     ,Arhar/Tur,41100,18500
772,Karnataka,YADGIR,Rabi       ,Jowar,41065,48023
773,Karnataka,BELLARY,Summer     ,Rice,41005,121344
774,Andhra Pradesh,CHITTOOR,Whole Year ,Rice,40965,132424
775,Karnataka,GADAG,Kharif     ,Onion,40943,155350
776,Maharashtra,NASHIK,Rabi       ,Gram,40900,28500
777,Goa,NORTH GOA,Whole Year ,Cashewnut,40819,18297
778,West Bengal,HOOGHLY,Summer     ,Sesamum,40756,41239
779,Telangana ,WARANGAL,Rabi       ,Maize,40189,257652
780,West Bengal,BANKURA,Summer     ,Rice,40185,120678
781,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Rabi       ,Wheat,40032,85909
782,Uttarakhand,ALMORA,Rabi       ,Total foodgrain,39987,45039
783,Karnataka,HAVERI,Kharif     ,Rice,39894,99031
784,Karnataka,BELGAUM,Kharif     ,Cotton(lint),39811,108785
785,Maharashtra,OSMANABAD,Whole Year ,Sugarcane,39800,1592200
786,Bihar,PURNIA,Rabi       ,Wheat,39726,23947
787,Karnataka,YADGIR,Summer     ,Groundnut,39607,23140
788,Bihar,VAISHALI,Winter     ,Rice,39578,90475
